date,state,name,code,cases,deaths,vaccinated,vaccinated_csum
2020-03-27,PR,Boa Vista da Aparecida,410305.0,0.0,0.0,,
2020-03-27,PR,Bocaiúva do Sul,410310.0,0.0,0.0,,
2020-03-27,PR,Bom Jesus do Sul,410315.0,0.0,0.0,,
2020-03-27,PR,Bom Sucesso,410320.0,0.0,0.0,,
2020-03-27,PR,Bom Sucesso do Sul,410322.0,0.0,0.0,,
2020-03-27,PR,Borrazópolis,410330.0,0.0,0.0,,
2020-03-27,PR,Braganey,410335.0,0.0,0.0,,
2020-03-27,PR,Brasilândia do Sul,410337.0,0.0,0.0,,
2020-03-27,PR,Cafeara,410340.0,0.0,0.0,,
2020-03-27,PR,Cafelândia,410345.0,0.0,0.0,,
2020-03-27,PR,Cafezal do Sul,410347.0,0.0,0.0,,
2020-03-27,PR,Califórnia,410350.0,0.0,0.0,,
2020-03-27,PR,Cambará,410360.0,0.0,0.0,,
2020-03-27,PR,Cambé,410370.0,0.0,0.0,,
2020-03-27,PR,Cambira,410380.0,0.0,0.0,,
2020-03-27,PR,Campina da Lagoa,410390.0,0.0,0.0,,
2020-03-27,PR,Campina do Simão,410395.0,0.0,0.0,,
2020-03-27,PR,Campina Grande do Sul,410400.0,0.0,0.0,,
2020-03-27,PR,Campo Bonito,410405.0,0.0,0.0,,
2020-03-27,PR,Campo do Tenente,410410.0,0.0,0.0,,
2020-03-27,PR,Campo Largo,410420.0,0.0,0.0,,
2020-03-27,PR,Campo Magro,410425.0,0.0,0.0,,
2020-03-27,PR,Campo Mourão,410430.0,0.0,0.0,,
2020-03-27,PR,Cândido de Abreu,410440.0,0.0,0.0,,
2020-03-27,PR,Candói,410442.0,0.0,0.0,,
2020-03-27,PR,Cantagalo,410445.0,0.0,0.0,,
2020-03-27,PR,Capanema,410450.0,0.0,0.0,,
2020-03-27,PR,Capitão Leônidas Marques,410460.0,0.0,0.0,,
2020-03-27,PR,Carambeí,410465.0,0.0,0.0,,
2020-03-27,PR,Carlópolis,410470.0,0.0,0.0,,
2020-03-27,PR,Cascavel,410480.0,0.0,0.0,,
2020-03-27,PR,Castro,410490.0,0.0,0.0,,
2020-03-27,PR,Catanduvas,410500.0,0.0,0.0,,
2020-03-27,PR,Centenário do Sul,410510.0,0.0,0.0,,
2020-03-27,PR,Cerro Azul,410520.0,0.0,0.0,,
2020-03-27,PR,Céu Azul,410530.0,0.0,0.0,,
2020-03-27,PR,Chopinzinho,410540.0,0.0,0.0,,
2020-03-27,PR,Cianorte,410550.0,0.0,0.0,,
2020-03-27,PR,Cidade Gaúcha,410560.0,0.0,0.0,,
2020-03-27,PR,Clevelândia,410570.0,0.0,0.0,,
2020-03-27,PR,Colombo,410580.0,0.0,0.0,,
2020-03-27,PR,Colorado,410590.0,0.0,0.0,,
2020-03-27,PR,Congonhinhas,410600.0,0.0,0.0,,
2020-03-27,PR,Conselheiro Mairinck,410610.0,0.0,0.0,,
2020-03-27,PR,Contenda,410620.0,0.0,0.0,,
2020-03-27,PR,Corbélia,410630.0,0.0,0.0,,
2020-03-27,PR,Cornélio Procópio,410640.0,0.0,0.0,,
2020-03-27,PR,Coronel Domingos Soares,410645.0,0.0,0.0,,
2020-03-27,PR,Coronel Vivida,410650.0,0.0,0.0,,
2020-03-27,PR,Corumbataí do Sul,410655.0,0.0,0.0,,
2020-03-27,PR,Cruzeiro do Iguaçu,410657.0,0.0,0.0,,
2020-03-27,PR,Cruzeiro do Oeste,410660.0,0.0,0.0,,
2020-03-27,PR,Cruzeiro do Sul,410670.0,0.0,0.0,,
2020-03-27,PR,Cruz Machado,410680.0,0.0,0.0,,
2020-03-27,PR,Cruzmaltina,410685.0,0.0,0.0,,
2020-03-27,PR,Curitiba,410690.0,0.0,0.0,,
2020-03-27,PR,Curiúva,410700.0,0.0,0.0,,
2020-03-27,PR,Diamante do Norte,410710.0,0.0,0.0,,
2020-03-27,PR,Diamante do Sul,410712.0,0.0,0.0,,
2020-03-27,PR,Diamante D'Oeste,410715.0,0.0,0.0,,
2020-03-27,PR,Dois Vizinhos,410720.0,0.0,0.0,,
2020-03-27,PR,Douradina,410725.0,0.0,0.0,,
2020-03-27,PR,Doutor Camargo,410730.0,0.0,0.0,,
2020-03-27,PR,Enéas Marques,410740.0,0.0,0.0,,
2020-03-27,PR,Engenheiro Beltrão,410750.0,0.0,0.0,,
2020-03-27,PR,Esperança Nova,410752.0,0.0,0.0,,
2020-03-27,PR,Entre Rios do Oeste,410753.0,0.0,0.0,,
2020-03-27,PR,Espigão Alto do Iguaçu,410754.0,0.0,0.0,,
2020-03-27,PR,Farol,410755.0,0.0,0.0,,
2020-03-27,PR,Faxinal,410760.0,0.0,0.0,,
2020-03-27,PR,Fazenda Rio Grande,410765.0,0.0,0.0,,
2020-03-27,PR,Fênix,410770.0,0.0,0.0,,
2020-03-27,PR,Fernandes Pinheiro,410773.0,0.0,0.0,,
2020-03-27,PR,Figueira,410775.0,0.0,0.0,,
2020-03-27,PR,Floraí,410780.0,0.0,0.0,,
2020-03-27,PR,Flor da Serra do Sul,410785.0,0.0,0.0,,
2020-03-27,PR,Floresta,410790.0,0.0,0.0,,
2020-03-27,PR,Florestópolis,410800.0,0.0,0.0,,
2020-03-27,PR,Flórida,410810.0,0.0,0.0,,
2020-03-27,PR,Formosa do Oeste,410820.0,0.0,0.0,,
2020-03-27,PR,Foz do Iguaçu,410830.0,0.0,0.0,,
2020-03-27,PR,Francisco Alves,410832.0,0.0,0.0,,
2020-03-27,PR,Francisco Beltrão,410840.0,0.0,0.0,,
2020-03-27,PR,Foz do Jordão,410845.0,0.0,0.0,,
2020-03-27,PR,General Carneiro,410850.0,0.0,0.0,,
2020-03-27,PR,Godoy Moreira,410855.0,0.0,0.0,,
2020-03-27,PR,Goioerê,410860.0,0.0,0.0,,
2020-03-27,PR,Goioxim,410865.0,0.0,0.0,,
2020-03-27,PR,Grandes Rios,410870.0,0.0,0.0,,
2020-03-27,PR,Guaíra,410880.0,0.0,0.0,,
2020-03-27,PR,Guairaçá,410890.0,0.0,0.0,,
2020-03-27,PR,Guamiranga,410895.0,0.0,0.0,,
2020-03-27,PR,Guapirama,410900.0,0.0,0.0,,
2020-03-27,PR,Guaporema,410910.0,0.0,0.0,,
2020-03-27,PR,Guaraci,410920.0,0.0,0.0,,
2020-03-27,PR,Guaraniaçu,410930.0,0.0,0.0,,
2020-03-27,PR,Guarapuava,410940.0,0.0,0.0,,
2020-03-27,PR,Guaraqueçaba,410950.0,0.0,0.0,,
2020-03-27,PR,Guaratuba,410960.0,0.0,0.0,,
2020-03-27,PR,Honório Serpa,410965.0,0.0,0.0,,
2020-03-27,PR,Ibaiti,410970.0,0.0,0.0,,
2020-03-27,PR,Ibema,410975.0,0.0,0.0,,
2020-03-27,PR,Ibiporã,410980.0,0.0,0.0,,
2020-03-27,PR,Icaraíma,410990.0,0.0,0.0,,
2020-03-27,PR,Iguaraçu,411000.0,0.0,0.0,,
2020-03-27,PR,Iguatu,411005.0,0.0,0.0,,
2020-03-27,PR,Imbaú,411007.0,0.0,0.0,,
2020-03-27,PR,Imbituva,411010.0,0.0,0.0,,
2020-03-27,PR,Inácio Martins,411020.0,0.0,0.0,,
2020-03-27,PR,Inajá,411030.0,0.0,0.0,,
2020-03-27,PR,Indianópolis,411040.0,0.0,0.0,,
2020-03-27,PR,Ipiranga,411050.0,0.0,0.0,,
2020-03-27,PR,Iporã,411060.0,0.0,0.0,,
2020-03-27,PR,Iracema do Oeste,411065.0,0.0,0.0,,
2020-03-27,PR,Irati,411070.0,0.0,0.0,,
2020-03-27,PR,Iretama,411080.0,0.0,0.0,,
2020-03-27,PR,Itaguajé,411090.0,0.0,0.0,,
2020-03-27,PR,Itaipulândia,411095.0,0.0,0.0,,
2020-03-27,PR,Itambaracá,411100.0,0.0,0.0,,
2020-03-27,PR,Itambé,411110.0,0.0,0.0,,
2020-03-27,PR,Itapejara d'Oeste,411120.0,0.0,0.0,,
2020-03-27,PR,Itaperuçu,411125.0,0.0,0.0,,
2020-03-27,PR,Itaúna do Sul,411130.0,0.0,0.0,,
2020-03-27,PR,Ivaí,411140.0,0.0,0.0,,
2020-03-27,PR,Ivaiporã,411150.0,0.0,0.0,,
2020-03-27,PR,Ivaté,411155.0,0.0,0.0,,
2020-03-27,PR,Ivatuba,411160.0,0.0,0.0,,
2020-03-27,PR,Jaboti,411170.0,0.0,0.0,,
2020-03-27,PR,Jacarezinho,411180.0,0.0,0.0,,
2020-03-27,PR,Jaguapitã,411190.0,0.0,0.0,,
2020-03-27,PR,Jaguariaíva,411200.0,0.0,0.0,,
2020-03-27,PR,Jandaia do Sul,411210.0,0.0,0.0,,
2020-03-27,PR,Janiópolis,411220.0,0.0,0.0,,
2020-03-27,PR,Japira,411230.0,0.0,0.0,,
2020-03-27,PR,Japurá,411240.0,0.0,0.0,,
2020-03-27,PR,Jardim Alegre,411250.0,0.0,0.0,,
2020-03-27,PR,Jardim Olinda,411260.0,0.0,0.0,,
2020-03-27,PR,Jataizinho,411270.0,0.0,0.0,,
2020-03-27,PR,Jesuítas,411275.0,0.0,0.0,,
2020-03-27,PR,Joaquim Távora,411280.0,0.0,0.0,,
2020-03-27,PR,Jundiaí do Sul,411290.0,0.0,0.0,,
2020-03-27,PR,Juranda,411295.0,0.0,0.0,,
2020-03-27,PR,Jussara,411300.0,0.0,0.0,,
2020-03-27,PR,Kaloré,411310.0,0.0,0.0,,
2020-03-27,PR,Lapa,411320.0,0.0,0.0,,
2020-03-27,PR,Laranjal,411325.0,0.0,0.0,,
2020-03-27,PR,Laranjeiras do Sul,411330.0,0.0,0.0,,
2020-03-27,PR,Leópolis,411340.0,0.0,0.0,,
2020-03-27,PR,Lidianópolis,411342.0,0.0,0.0,,
2020-03-27,PR,Lindoeste,411345.0,0.0,0.0,,
2020-03-27,PR,Loanda,411350.0,0.0,0.0,,
2020-03-27,PR,Lobato,411360.0,0.0,0.0,,
2020-03-27,PR,Londrina,411370.0,0.0,0.0,,
2020-03-27,PR,Luiziana,411373.0,0.0,0.0,,
2020-03-27,PR,Lunardelli,411375.0,0.0,0.0,,
2020-03-27,PR,Lupionópolis,411380.0,0.0,0.0,,
2020-03-27,PR,Mallet,411390.0,0.0,0.0,,
2020-03-27,PR,Mamborê,411400.0,0.0,0.0,,
2020-03-27,PR,Mandaguaçu,411410.0,0.0,0.0,,
2020-03-27,PR,Mandaguari,411420.0,0.0,0.0,,
2020-03-27,PR,Mandirituba,411430.0,0.0,0.0,,
2020-03-27,PR,Manfrinópolis,411435.0,0.0,0.0,,
2020-03-27,PR,Mangueirinha,411440.0,0.0,0.0,,
2020-03-27,PR,Manoel Ribas,411450.0,0.0,0.0,,
2020-03-27,PR,Marechal Cândido Rondon,411460.0,0.0,0.0,,
2020-03-27,PR,Maria Helena,411470.0,0.0,0.0,,
2020-03-27,PR,Marialva,411480.0,0.0,0.0,,
2020-03-27,PR,Marilândia do Sul,411490.0,0.0,0.0,,
2020-03-27,PR,Marilena,411500.0,0.0,0.0,,
2020-03-27,PR,Mariluz,411510.0,0.0,0.0,,
2020-03-27,PR,Maringá,411520.0,0.0,0.0,,
2020-03-27,PR,Mariópolis,411530.0,0.0,0.0,,
2020-03-27,PR,Maripá,411535.0,0.0,0.0,,
2020-03-27,PR,Marmeleiro,411540.0,0.0,0.0,,
2020-03-27,PR,Marquinho,411545.0,0.0,0.0,,
2020-03-27,PR,Marumbi,411550.0,0.0,0.0,,
2020-03-27,PR,Matelândia,411560.0,0.0,0.0,,
2020-03-27,PR,Matinhos,411570.0,0.0,0.0,,
2020-03-27,PR,Mato Rico,411573.0,0.0,0.0,,
2020-03-27,PR,Mauá da Serra,411575.0,0.0,0.0,,
2020-03-27,PR,Medianeira,411580.0,0.0,0.0,,
2020-03-27,PR,Mercedes,411585.0,0.0,0.0,,
2020-03-27,PR,Mirador,411590.0,0.0,0.0,,
2020-03-27,PR,Miraselva,411600.0,0.0,0.0,,
2020-03-27,PR,Missal,411605.0,0.0,0.0,,
2020-03-27,PR,Moreira Sales,411610.0,0.0,0.0,,
2020-03-27,PR,Morretes,411620.0,0.0,0.0,,
2020-03-27,PR,Munhoz de Melo,411630.0,0.0,0.0,,
2020-03-27,PR,Nossa Senhora das Graças,411640.0,0.0,0.0,,
2020-03-27,PR,Nova Aliança do Ivaí,411650.0,0.0,0.0,,
2020-03-27,PR,Nova América da Colina,411660.0,0.0,0.0,,
2020-03-27,PR,Nova Aurora,411670.0,0.0,0.0,,
2020-03-27,PR,Nova Cantu,411680.0,0.0,0.0,,
2020-03-27,PR,Nova Esperança,411690.0,0.0,0.0,,
2020-03-27,PR,Nova Esperança do Sudoeste,411695.0,0.0,0.0,,
2020-03-27,PR,Nova Fátima,411700.0,0.0,0.0,,
2020-03-27,PR,Nova Laranjeiras,411705.0,0.0,0.0,,
2020-03-27,PR,Nova Londrina,411710.0,0.0,0.0,,
2020-03-27,PR,Nova Olímpia,411720.0,0.0,0.0,,
2020-03-27,PR,Nova Santa Bárbara,411721.0,0.0,0.0,,
2020-03-27,PR,Nova Santa Rosa,411722.0,0.0,0.0,,
2020-03-27,PR,Nova Prata do Iguaçu,411725.0,0.0,0.0,,
2020-03-27,PR,Nova Tebas,411727.0,0.0,0.0,,
2020-03-27,PR,Novo Itacolomi,411729.0,0.0,0.0,,
2020-03-27,PR,Ortigueira,411730.0,0.0,0.0,,
2020-03-27,PR,Ourizona,411740.0,0.0,0.0,,
2020-03-27,PR,Ouro Verde do Oeste,411745.0,0.0,0.0,,
2020-03-27,PR,Paiçandu,411750.0,0.0,0.0,,
2020-03-27,PR,Palmas,411760.0,0.0,0.0,,
2020-03-27,PR,Palmeira,411770.0,0.0,0.0,,
2020-03-27,PR,Palmital,411780.0,0.0,0.0,,
2020-03-27,PR,Palotina,411790.0,0.0,0.0,,
2020-03-27,PR,Paraíso do Norte,411800.0,0.0,0.0,,
2020-03-27,PR,Paranacity,411810.0,0.0,0.0,,
2020-03-27,PR,Paranaguá,411820.0,0.0,0.0,,
2020-03-27,PR,Paranapoema,411830.0,0.0,0.0,,
2020-03-27,PR,Paranavaí,411840.0,0.0,0.0,,
2020-03-27,PR,Pato Bragado,411845.0,0.0,0.0,,
2020-03-27,PR,Pato Branco,411850.0,0.0,0.0,,
2020-03-27,PR,Paula Freitas,411860.0,0.0,0.0,,
2020-03-27,PR,Paulo Frontin,411870.0,0.0,0.0,,
2020-03-27,PR,Peabiru,411880.0,0.0,0.0,,
2020-03-27,PR,Perobal,411885.0,0.0,0.0,,
2020-03-27,PR,Pérola,411890.0,0.0,0.0,,
2020-03-27,PR,Pérola d'Oeste,411900.0,0.0,0.0,,
2020-03-27,PR,Piên,411910.0,0.0,0.0,,
2020-03-27,PR,Pinhais,411915.0,0.0,0.0,,
2020-03-27,PR,Pinhalão,411920.0,0.0,0.0,,
2020-03-27,PR,Pinhal de São Bento,411925.0,0.0,0.0,,
2020-03-27,PR,Pinhão,411930.0,0.0,0.0,,
2020-03-27,PR,Piraí do Sul,411940.0,0.0,0.0,,
2020-03-27,PR,Piraquara,411950.0,0.0,0.0,,
2020-03-27,PR,Pitanga,411960.0,0.0,0.0,,
2020-03-27,PR,Pitangueiras,411965.0,0.0,0.0,,
2020-03-27,PR,Planaltina do Paraná,411970.0,0.0,0.0,,
2020-03-27,PR,Planalto,411980.0,0.0,0.0,,
2020-03-27,PR,Ponta Grossa,411990.0,0.0,0.0,,
2020-03-27,PR,Pontal do Paraná,411995.0,0.0,0.0,,
2020-03-27,PR,Porecatu,412000.0,0.0,0.0,,
2020-03-27,PR,Porto Amazonas,412010.0,0.0,0.0,,
2020-03-27,PR,Porto Barreiro,412015.0,0.0,0.0,,
2020-03-27,PR,Porto Rico,412020.0,0.0,0.0,,
2020-03-27,PR,Porto Vitória,412030.0,0.0,0.0,,
2020-03-27,PR,Prado Ferreira,412033.0,0.0,0.0,,
2020-03-27,PR,Pranchita,412035.0,0.0,0.0,,
2020-03-27,PR,Presidente Castelo Branco,412040.0,0.0,0.0,,
2020-03-27,PR,Primeiro de Maio,412050.0,0.0,0.0,,
2020-03-27,PR,Prudentópolis,412060.0,0.0,0.0,,
2020-03-27,PR,Quarto Centenário,412065.0,0.0,0.0,,
2020-03-27,PR,Quatiguá,412070.0,0.0,0.0,,
2020-03-27,PR,Quatro Barras,412080.0,0.0,0.0,,
2020-03-27,PR,Quatro Pontes,412085.0,0.0,0.0,,
2020-03-27,PR,Quedas do Iguaçu,412090.0,0.0,0.0,,
2020-03-27,PR,Querência do Norte,412100.0,0.0,0.0,,
2020-03-27,PR,Quinta do Sol,412110.0,0.0,0.0,,
2020-03-27,PR,Quitandinha,412120.0,0.0,0.0,,
2020-03-27,PR,Ramilândia,412125.0,0.0,0.0,,
2020-03-27,PR,Rancho Alegre,412130.0,0.0,0.0,,
2020-03-27,PR,Rancho Alegre D'Oeste,412135.0,0.0,0.0,,
2020-03-27,PR,Realeza,412140.0,0.0,0.0,,
2020-03-27,PR,Rebouças,412150.0,0.0,0.0,,
2020-03-27,PR,Renascença,412160.0,0.0,0.0,,
2020-03-27,PR,Reserva,412170.0,0.0,0.0,,
2020-03-27,PR,Reserva do Iguaçu,412175.0,0.0,0.0,,
2020-03-27,PR,Ribeirão Claro,412180.0,0.0,0.0,,
2020-03-27,PR,Ribeirão do Pinhal,412190.0,0.0,0.0,,
2020-03-27,PR,Rio Azul,412200.0,0.0,0.0,,
2020-03-27,PR,Rio Bom,412210.0,0.0,0.0,,
2020-03-27,PR,Rio Bonito do Iguaçu,412215.0,0.0,0.0,,
2020-03-27,PR,Rio Branco do Ivaí,412217.0,0.0,0.0,,
2020-03-27,PR,Rio Branco do Sul,412220.0,0.0,0.0,,
2020-03-27,PR,Rio Negro,412230.0,0.0,0.0,,
2020-03-27,PR,Rolândia,412240.0,0.0,0.0,,
2020-03-27,PR,Roncador,412250.0,0.0,0.0,,
2020-03-27,PR,Rondon,412260.0,0.0,0.0,,
2020-03-27,PR,Rosário do Ivaí,412265.0,0.0,0.0,,
2020-03-27,PR,Sabáudia,412270.0,0.0,0.0,,
2020-03-27,PR,Salgado Filho,412280.0,0.0,0.0,,
2020-03-27,PR,Salto do Itararé,412290.0,0.0,0.0,,
2020-03-27,PR,Salto do Lontra,412300.0,0.0,0.0,,
2020-03-27,PR,Santa Amélia,412310.0,0.0,0.0,,
2020-03-27,PR,Santa Cecília do Pavão,412320.0,0.0,0.0,,
2020-03-27,PR,Santa Cruz de Monte Castelo,412330.0,0.0,0.0,,
2020-03-27,PR,Santa Fé,412340.0,0.0,0.0,,
2020-03-27,PR,Santa Helena,412350.0,0.0,0.0,,
2020-03-27,PR,Santa Inês,412360.0,0.0,0.0,,
2020-03-27,PR,Santa Isabel do Ivaí,412370.0,0.0,0.0,,
2020-03-27,PR,Santa Izabel do Oeste,412380.0,0.0,0.0,,
2020-03-27,PR,Santa Lúcia,412382.0,0.0,0.0,,
2020-03-27,PR,Santa Maria do Oeste,412385.0,0.0,0.0,,
2020-03-27,PR,Santa Mariana,412390.0,0.0,0.0,,
2020-03-27,PR,Santa Mônica,412395.0,0.0,0.0,,
2020-03-27,PR,Santana do Itararé,412400.0,0.0,0.0,,
2020-03-27,PR,Santa Tereza do Oeste,412402.0,0.0,0.0,,
2020-03-27,PR,Santa Terezinha de Itaipu,412405.0,0.0,0.0,,
2020-03-27,PR,Santo Antônio da Platina,412410.0,0.0,0.0,,
2020-03-27,PR,Santo Antônio do Caiuá,412420.0,0.0,0.0,,
2020-03-27,PR,Santo Antônio do Paraíso,412430.0,0.0,0.0,,
2020-03-27,PR,Santo Antônio do Sudoeste,412440.0,0.0,0.0,,
2020-03-27,PR,Santo Inácio,412450.0,0.0,0.0,,
2020-03-27,PR,São Carlos do Ivaí,412460.0,0.0,0.0,,
2020-03-27,PR,São Jerônimo da Serra,412470.0,0.0,0.0,,
2020-03-27,PR,São João,412480.0,0.0,0.0,,
2020-03-27,PR,São João do Caiuá,412490.0,0.0,0.0,,
2020-03-27,PR,São João do Ivaí,412500.0,0.0,0.0,,
2020-03-27,PR,São João do Triunfo,412510.0,0.0,0.0,,
2020-03-27,PR,São Jorge d'Oeste,412520.0,0.0,0.0,,
2020-03-27,PR,São Jorge do Ivaí,412530.0,0.0,0.0,,
2020-03-27,PR,São Jorge do Patrocínio,412535.0,0.0,0.0,,
2020-03-27,PR,São José da Boa Vista,412540.0,0.0,0.0,,
2020-03-27,PR,São José das Palmeiras,412545.0,0.0,0.0,,
2020-03-27,PR,São José dos Pinhais,412550.0,0.0,0.0,,
2020-03-27,PR,São Manoel do Paraná,412555.0,0.0,0.0,,
2020-03-27,PR,São Mateus do Sul,412560.0,0.0,0.0,,
2020-03-27,PR,São Miguel do Iguaçu,412570.0,0.0,0.0,,
2020-03-27,PR,São Pedro do Iguaçu,412575.0,0.0,0.0,,
2020-03-27,PR,São Pedro do Ivaí,412580.0,0.0,0.0,,
2020-03-27,PR,São Pedro do Paraná,412590.0,0.0,0.0,,
2020-03-27,PR,São Sebastião da Amoreira,412600.0,0.0,0.0,,
2020-03-27,PR,São Tomé,412610.0,0.0,0.0,,
2020-03-27,PR,Sapopema,412620.0,0.0,0.0,,
2020-03-27,PR,Sarandi,412625.0,0.0,0.0,,
2020-03-27,PR,Saudade do Iguaçu,412627.0,0.0,0.0,,
2020-03-27,PR,Sengés,412630.0,0.0,0.0,,
2020-03-27,PR,Serranópolis do Iguaçu,412635.0,0.0,0.0,,
2020-03-27,PR,Sertaneja,412640.0,0.0,0.0,,
2020-03-27,PR,Sertanópolis,412650.0,0.0,0.0,,
2020-03-27,PR,Siqueira Campos,412660.0,0.0,0.0,,
2020-03-27,PR,Sulina,412665.0,0.0,0.0,,
2020-03-27,PR,Tamarana,412667.0,0.0,0.0,,
2020-03-27,PR,Tamboara,412670.0,0.0,0.0,,
2020-03-27,PR,Tapejara,412680.0,0.0,0.0,,
2020-03-27,PR,Tapira,412690.0,0.0,0.0,,
2020-03-27,PR,Teixeira Soares,412700.0,0.0,0.0,,
2020-03-27,PR,Telêmaco Borba,412710.0,0.0,0.0,,
2020-03-27,PR,Terra Boa,412720.0,0.0,0.0,,
2020-03-27,PR,Terra Rica,412730.0,0.0,0.0,,
2020-03-27,PR,Terra Roxa,412740.0,0.0,0.0,,
2020-03-27,PR,Tibagi,412750.0,0.0,0.0,,
2020-03-27,PR,Tijucas do Sul,412760.0,0.0,0.0,,
2020-03-27,PR,Toledo,412770.0,0.0,0.0,,
2020-03-27,PR,Tomazina,412780.0,0.0,0.0,,
2020-03-27,PR,Três Barras do Paraná,412785.0,0.0,0.0,,
2020-03-27,PR,Tunas do Paraná,412788.0,0.0,0.0,,
2020-03-27,PR,Tuneiras do Oeste,412790.0,0.0,0.0,,
2020-03-27,PR,Tupãssi,412795.0,0.0,0.0,,
2020-03-27,PR,Turvo,412796.0,0.0,0.0,,
2020-03-27,PR,Ubiratã,412800.0,0.0,0.0,,
2020-03-27,PR,Umuarama,412810.0,0.0,0.0,,
2020-03-27,PR,União da Vitória,412820.0,0.0,0.0,,
2020-03-27,PR,Uniflor,412830.0,0.0,0.0,,
2020-03-27,PR,Uraí,412840.0,0.0,0.0,,
2020-03-27,PR,Wenceslau Braz,412850.0,0.0,0.0,,
2020-03-27,PR,Ventania,412853.0,0.0,0.0,,
2020-03-27,PR,Vera Cruz do Oeste,412855.0,0.0,0.0,,
2020-03-27,PR,Verê,412860.0,0.0,0.0,,
2020-03-27,PR,Alto Paraíso,412862.0,0.0,0.0,,
2020-03-27,PR,Doutor Ulysses,412863.0,0.0,0.0,,
2020-03-27,PR,Virmond,412865.0,0.0,0.0,,
2020-03-27,PR,Vitorino,412870.0,0.0,0.0,,
2020-03-27,PR,Xambrê,412880.0,0.0,0.0,,
2020-03-28,PR,Abatiá,410010.0,0.0,0.0,,
2020-03-28,PR,Adrianópolis,410020.0,0.0,0.0,,
2020-03-28,PR,Agudos do Sul,410030.0,0.0,0.0,,
2020-03-28,PR,Almirante Tamandaré,410040.0,0.0,0.0,,
2020-03-28,PR,Altamira do Paraná,410045.0,0.0,0.0,,
2020-03-28,PR,Altônia,410050.0,0.0,0.0,,
2020-03-28,PR,Alto Paraná,410060.0,0.0,0.0,,
2020-03-28,PR,Alto Piquiri,410070.0,0.0,0.0,,
2020-03-28,PR,Alvorada do Sul,410080.0,0.0,0.0,,
2020-03-28,PR,Amaporã,410090.0,0.0,0.0,,
2020-03-28,PR,Ampére,410100.0,0.0,0.0,,
2020-03-28,PR,Anahy,410105.0,0.0,0.0,,
2020-03-28,PR,Andirá,410110.0,0.0,0.0,,
2020-03-28,PR,Ângulo,410115.0,0.0,0.0,,
2020-03-28,PR,Antonina,410120.0,0.0,0.0,,
2020-03-28,PR,Antônio Olinto,410130.0,0.0,0.0,,
2020-03-28,PR,Apucarana,410140.0,0.0,0.0,,
2020-03-28,PR,Arapongas,410150.0,0.0,0.0,,
2020-03-28,PR,Arapoti,410160.0,0.0,0.0,,
2020-03-28,PR,Arapuã,410165.0,0.0,0.0,,
2020-03-28,PR,Araruna,410170.0,0.0,0.0,,
2020-03-28,PR,Araucária,410180.0,0.0,0.0,,
